DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
Marquis Daniels,"Daniels, Marquis",2003,Y,0,2605,marquis_daniels,0,,,,0,,2012
Mel Daniels,"Daniels, Mel",1976,Y,0,76502,HISTADD_mel_daniels,0,,,,0,,1976
Troy Daniels,"Daniels, Troy",2013,Y,1,203584,troy_daniels,1,CHA,Charlotte,hornets,1610612766,Hornets,2018
Sasha Danilovic,"Danilovic, Sasha",1995,Y,0,390,sasha_danilovic,0,,,,0,,1996
Adrian Dantley,"Dantley, Adrian",1976,Y,0,76504,HISTADD_adrian_dantley,0,,,,0,,1990
Henry Darcey,"Darcey, Henry",1952,Y,0,76506,HISTADD_pete_darcey,0,,,,0,,1952
Jimmy Darden,"Darden, Jimmy",1949,Y,0,76507,HISTADD_jimmy_darden,0,,,,0,,1949
Yinka Dare,"Dare, Yinka",1994,Y,0,212,yinka_dare,0,,,,0,,1997
Jesse Dark,"Dark, Jesse",1974,Y,0,76509,HISTADD_jesse_dark,0,,,,0,,1974
Jimmy Darrow,"Darrow, Jimmy",1961,Y,0,76511,HISTADD_jimmy_darrow,0,,,,0,,1961
Gigi Datome,"Datome, Gigi",2013,Y,1,203540,gigi_datome,0,,,,0,,2014
Brad Daugherty,"Daugherty, Brad",1986,Y,0,921,brad_daugherty,0,,,,0,,1993
Kornel David,"David, Kornel",1998,Y,0,1600,kornel_david,0,,,,0,,2000
Jermareo Davidson,"Davidson, Jermareo",2007,Y,1,201176,jermareo_davidson,0,,,,0,,2008
Bob Davies,"Davies, Bob",1948,Y,0,76514,HISTADD_bob_davies,0,,,,0,,1954
Brandon Davies,"Davies, Brandon",2013,Y,0,203561,brandon_davies,0,,,,0,,2014
Anthony Davis,"Davis, Anthony",2012,Y,0,203076,anthony_davis,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2018
Antonio Davis,"Davis, Antonio",1993,Y,0,213,antonio_davis,0,,,,0,,2005
Aubrey Davis,"Davis, Aubrey",1946,Y,0,76515,HISTADD_aubrey_davis,0,,,,0,,1946
Baron Davis,"Davis, Baron",1999,Y,11,1884,baron_davis,0,,,,0,,2011
Ben Davis,"Davis, Ben",1996,Y,0,989,ben_davis,0,,,,0,,1999
Bill Davis,"Davis, Bill",1946,Y,0,76538,HISTADD_bill_davis,0,,,,0,,1946
Bob Davis,"Davis, Bob",1972,Y,0,76533,HISTADD_bob_davis,0,,,,0,,1972
Brad Davis,"Davis, Brad",1977,Y,0,76516,HISTADD_brad_davis,0,,,,0,,1991
Brian Davis,"Davis, Brian",1993,Y,0,76517,HISTADD_brian_davis,0,,,,0,,1993
Charlie Davis,"Davis, Charlie",1981,Y,0,76518,HISTADD_charlie_e_davis,0,,,,0,,1989
Charlie Davis,"Davis, Charlie",1971,Y,0,76519,HISTADD_charlie_davis,0,,,,0,,1973
Dale Davis,"Davis, Dale",1991,Y,0,905,dale_davis,0,,,,0,,2006
Deyonta Davis,"Davis, Deyonta",2016,Y,1,1627738,deyonta_davis,0,,,,0,,2018
Double D Davis,"Davis, Double D",1972,Y,0,76521,HISTADD_doubled_davis,0,,,,0,,1976
Ed Davis,"Davis, Ed",2010,Y,1,202334,ed_davis,1,POR,Portland,blazers,1610612757,Trail Blazers,2018
Edward Davis,"Davis, Edward",1972,Y,0,76522,HISTADD_mickey_davis,0,,,,0,,1976
Emanual Davis,"Davis, Emanual",1996,Y,0,1023,emanual_davis,0,,,,0,,2002
Glen Davis,"Davis, Glen",2007,Y,0,201175,glen_davis,0,,,,0,,2014
Harry Davis,"Davis, Harry",1978,Y,0,76523,HISTADD_harry_davis,0,,,,0,,1979
Hubert Davis,"Davis, Hubert",1992,Y,0,93,hubert_davis,0,,,,0,,2003
James Davis,"Davis, James",1955,Y,0,76524,HISTADD_red_davis,0,,,,0,,1955
Jim Davis,"Davis, Jim",1967,Y,0,76525,HISTADD_jim_davis,0,,,,0,,1974
Johnny Davis,"Davis, Johnny",1976,Y,0,76526,HISTADD_johnny_davis,0,,,,0,,1985
Josh Davis,"Davis, Josh",2003,Y,1,2668,josh_davis,0,,,,0,,2011
Mark Davis,"Davis, Mark",1995,Y,0,707,mark_davis,0,,,,0,,1999
Mark Davis,"Davis, Mark",1988,Y,0,76528,HISTADD_mark_g_davis,0,,,,0,,1988
Mel Davis,"Davis, Mel",1973,Y,0,76529,HISTADD_mel_davis,0,,,,0,,1976
Michael Davis,"Davis, Michael",1982,Y,0,76530,HISTADD_michael_davis,0,,,,0,,1982
Mike Davis,"Davis, Mike",1969,Y,0,76531,HISTADD_mike_davis,0,,,,0,,1972
Monti Davis,"Davis, Monti",1980,Y,0,76520,HISTADD_monti_davis,0,,,,0,,1980
Paul Davis,"Davis, Paul",2006,Y,1,200781,paul_davis,0,,,,0,,2009
Ralph Davis,"Davis, Ralph",1960,Y,0,76532,HISTADD_ralph_davis,0,,,,0,,1961
Ricky Davis,"Davis, Ricky",1998,Y,1,1729,ricky_davis,0,,,,0,,2009
Ron Davis,"Davis, Ron",1976,Y,0,76534,HISTADD_ron_davis,0,,,,0,,1981
Terry Davis,"Davis, Terry",1989,Y,0,426,terry_davis,0,,,,0,,2000
Tyler Davis,"Davis, Tyler",2018,Y,1,1629093,tyler_davis,0,,,,0,,2018
Walt Davis,"Davis, Walt",1953,Y,0,76536,HISTADD_buddy_davis,0,,,,0,,1957
Walter Davis,"Davis, Walter",1977,Y,0,1453,walter_davis,0,,,,0,,1991
Andre Dawkins,"Dawkins, Andre",2014,Y,11,203958,andre_dawkins,0,,,,0,,2014
Darryl Dawkins,"Dawkins, Darryl",1975,Y,0,76539,HISTADD_darryl_dawkins,0,,,,0,,1988
Johnny Dawkins,"Dawkins, Johnny",1986,Y,0,1008,johnny_dawkins,0,,,,0,,1994
Paul Dawkins,"Dawkins, Paul",1979,Y,0,76541,HISTADD_paul_dawkins,0,,,,0,,1979
Branden Dawson,"Dawson, Branden",2015,Y,11,1626183,branden_dawson,1,LAC,LA,clippers,1610612746,Clippers,2015
Eric Dawson,"Dawson, Eric",2011,Y,1,201286,eric_dawson,0,,,,0,,2011
Tony Dawson,"Dawson, Tony",1990,Y,0,76542,HISTADD_tony_dawson,0,,,,0,,1994
Todd Day,"Day, Todd",1992,Y,0,103,todd_day,0,,,,0,,2000
Austin Daye,"Daye, Austin",2009,Y,1,201948,austin_daye,0,,,,0,,2014
Darren Daye,"Daye, Darren",1983,Y,0,76543,HISTADD_darren_daye,0,,,,0,,1987
Nando De Colo,"De Colo, Nando",2012,Y,1,201986,nando_de colo,0,,,,0,,2013
Dave DeBusschere,"DeBusschere, Dave",1962,Y,0,76545,HISTADD_dave_debusschere,0,,,,0,,1973
Andrew DeClercq,"DeClercq, Andrew",1995,Y,0,692,andrew_declercq,0,,,,0,,2004
Nate DeLong,"DeLong, Nate",1951,Y,0,76551,HISTADD_nate_delong,0,,,,0,,1951
DeMar DeRozan,"DeRozan, DeMar",2009,Y,0,201942,demar_derozan,1,TOR,Toronto,raptors,1610612761,Raptors,2018
Hank DeZonie,"DeZonie, Hank",1950,Y,0,76562,HISTADD_hank_dezonie,0,,,,0,,1950
Greg Deane,"Deane, Greg",1979,Y,0,76544,HISTADD_greg_deane,0,,,,0,,1979
Dewayne Dedmon,"Dedmon, Dewayne",2013,Y,11,203473,dewayne_dedmon,1,ORL,Orlando,magic,1610612753,Magic,2018
Archie Dees,"Dees, Archie",1958,Y,0,76546,HISTADD_archie_dees,0,,,,0,,1961
Terry Dehere,"Dehere, Terry",1993,Y,0,143,terry_dehere,0,,,,0,,1998
Red Dehnert,"Dehnert, Red",1946,Y,0,76548,HISTADD_red_dehnert,0,,,,0,,1946
Bryce Dejean-Jones,"Dejean-Jones, Bryce",2015,Y,11,1626214,bryce_dejean-jones,0,,,,0,,2015
Sam Dekker,"Dekker, Sam",2015,Y,11,1626155,sam_dekker,1,HOU,Houston,rockets,1610612745,Rockets,2018
Vinny Del Negro,"Del Negro, Vinny",1988,Y,0,219,vinny_del negro,0,,,,0,,2001
Malcolm Delaney,"Delaney, Malcolm",2016,Y,0,1627098,malcolm_delaney,0,,,,0,,2017
Bison Dele,"Dele, Bison",1991,Y,0,183,bison_dele,0,,,,0,,1998
Carlos Delfino,"Delfino, Carlos",2004,Y,0,2568,carlos_delfino,0,,,,0,,2013
Angel Delgado,"Delgado, Angel",2018,Y,1,1629116,angel_delgado,0,,,,0,,2018
Tony Delk,"Delk, Tony",1996,Y,0,960,tony_delk,0,,,,0,,2005
Matthew Dellavedova,"Dellavedova, Matthew",2013,Y,0,203521,matthew_dellavedova,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2018
Fennis Dembo,"Dembo, Fennis",1988,Y,0,76552,HISTADD_fennis_dembo,0,,,,0,,1988
Larry Demic,"Demic, Larry",1979,Y,0,76553,HISTADD_larry_demic,0,,,,0,,1981
Dell Demps,"Demps, Dell",1993,Y,0,725,dell_demps,0,,,,0,,1996
George Dempsey,"Dempsey, George",1954,Y,0,76555,HISTADD_george_dempsey,0,,,,0,,1958
Luol Deng,"Deng, Luol",2004,Y,0,2736,luol_deng,1,MIA,Miami,heat,1610612748,Heat,2018
Kenny Dennard,"Dennard, Kenny",1981,Y,0,76556,HISTADD_kenny_dennard,0,,,,0,,1983
Blaine Denning,"Denning, Blaine",1952,Y,0,76557,HISTADD_blaine_denning,0,,,,0,,1952
Justin Dentmon,"Dentmon, Justin",2011,Y,1,202458,justin_dentmon,0,,,,0,,2012
Randy Denton,"Denton, Randy",1976,Y,0,76558,HISTADD_randy_denton,0,,,,0,,1976
Rod Derline,"Derline, Rod",1974,Y,0,76559,HISTADD_rod_derline,0,,,,0,,1975
Marcus Derrickson,"Derrickson, Marcus",2018,Y,1,1629094,marcus_derrickson,0,,,,0,,2018
Dave Deutsch,"Deutsch, Dave",1966,Y,0,76560,HISTADD_dave_deutsch,0,,,,0,,1966
Walter Devlin,"Devlin, Walter",1955,Y,0,76561,HISTADD_corky_devlin,0,,,,0,,1957
Ernie DiGregorio,"DiGregorio, Ernie",1973,Y,0,76568,HISTADD_ernie_digregorio,0,,,,0,,1977
Donte DiVincenzo,"DiVincenzo, Donte",2018,Y,1,1628978,donte_divincenzo,0,,,,0,,2018
Derrick Dial,"Dial, Derrick",1999,Y,1,1760,derrick_dial,0,,,,0,,2003
Cheick Diallo,"Diallo, Cheick",2016,Y,1,1627767,cheick_diallo,0,,,,0,,2018
Hamidou Diallo,"Diallo, Hamidou",2018,Y,1,1628977,hamidou_diallo,0,,,,0,,2018
Boris Diaw,"Diaw, Boris",2003,Y,0,2564,boris_diaw,1,SAS,San Antonio,spurs,1610612759,Spurs,2016
Yakhouba Diawara,"Diawara, Yakhouba",2006,Y,0,200821,yakhouba_diawara,0,,,,0,,2009
Guillermo Diaz,"Diaz, Guillermo",2007,Y,1,200799,guillermo_diaz,0,,,,0,,2007
Dan Dickau,"Dickau, Dan",2002,Y,1,2424,dan_dickau,0,,,,0,,2007
Kaniel Dickens,"Dickens, Kaniel",2003,Y,1,2079,kaniel_dickens,0,,,,0,,2007
Henry Dickerson,"Dickerson, Henry",1975,Y,0,76563,HISTADD_henry_dickerson,0,,,,0,,1976
Michael Dickerson,"Dickerson, Michael",1998,Y,0,1722,michael_dickerson,0,,,,0,,2002
Derrek Dickey,"Dickey, Derrek",1973,Y,0,76564,HISTADD_derrek_dickey,0,,,,0,,1977
Dick Dickey,"Dickey, Dick",1951,Y,0,76565,HISTADD_dick_dickey,0,,,,0,,1951
Travis Diener,"Diener, Travis",2005,Y,0,101143,travis_diener,0,,,,0,,2009
Gorgui Dieng,"Dieng, Gorgui",2013,Y,0,203476,gorgui_dieng,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2018
Connie Dierking,"Dierking, Connie",1958,Y,0,76566,HISTADD_connie_dierking,0,,,,0,,1970
Coby Dietrick,"Dietrick, Coby",1976,Y,0,76567,HISTADD_coby_dietrick,0,,,,0,,1982
Mickey Dillard,"Dillard, Mickey",1981,Y,0,76569,HISTADD_mickey_dillard,0,,,,0,,1981
Bob Dille,"Dille, Bob",1946,Y,0,76570,HISTADD_oscar_dille,0,,,,0,,1946
John Dillon,"Dillon, John",1949,Y,0,76571,HISTADD_hooks_dillon,0,,,,0,,1949
Byron Dinkins,"Dinkins, Byron",1989,Y,0,76574,HISTADD_byron_dinkins,0,,,,0,,1990
Jackie Dinkins,"Dinkins, Jackie",1971,Y,0,76575,HISTADD_jackie_dinkins,0,,,,0,,1971
Bill Dinwiddie,"Dinwiddie, Bill",1967,Y,0,76576,HISTADD_bill_dinwiddie,0,,,,0,,1971
Spencer Dinwiddie,"Dinwiddie, Spencer",2014,Y,11,203915,spencer_dinwiddie,1,DET,Detroit,pistons,1610612765,Pistons,2018
Spencer Dinwiddie,"Dinwiddie, Spencer",2014,Y,11,203915,spencer_dinwiddie,1,CHI,Chicago,bulls,1610612741,Bulls,2018
Ike Diogu,"Diogu, Ike",2005,Y,1,101113,ike_diogu,0,,,,0,,2011
DeSagana Diop,"Diop, DeSagana",2001,Y,0,2205,desagana_diop,0,,,,0,,2012
Terry Dischinger,"Dischinger, Terry",1962,Y,0,76577,HISTADD_terry_dischinger,0,,,,0,,1972
Fred Diute,"Diute, Fred",1954,Y,0,76578,HISTADD_fred_diute,0,,,,0,,1954
Vlade Divac,"Divac, Vlade",1989,Y,0,124,vlade_divac,0,,,,0,,2004
Juan Dixon,"Dixon, Juan",2002,Y,0,2413,juan_dixon,0,,,,0,,2008
Aleksandar Djordjevic,"Djordjevic, Aleksandar",1996,Y,0,1059,aleksandar_djordjevic,0,,,,0,,1996
Earl Dodd,"Dodd, Earl",1949,Y,0,76580,HISTADD_earl_dodd,0,,,,0,,1949
Michael Doleac,"Doleac, Michael",1998,Y,0,1720,michael_doleac,0,,,,0,,2007
Joe Dolhon,"Dolhon, Joe",1949,Y,0,76581,HISTADD_joe_dolhon,0,,,,0,,1950
Bob Doll,"Doll, Bob",1946,Y,0,76582,HISTADD_bob_doll,0,,,,0,,1949
James Donaldson,"Donaldson, James",1980,Y,0,76583,HISTADD_james_donaldson,0,,,,0,,1994
Luka Doncic,"Doncic, Luka",2018,Y,0,1629029,luka_don,0,,,,0,,2018
Bob Donham,"Donham, Bob",1950,Y,0,76584,HISTADD_bob_donham,0,,,,0,,1953
Billy Donovan,"Donovan, Billy",1987,Y,0,76586,HISTADD_billy_donovan,0,,,,0,,1987
Harry Donovan,"Donovan, Harry",1949,Y,0,76585,HISTADD_harry_donovan,0,,,,0,,1949
Keyon Dooling,"Dooling, Keyon",2000,Y,1,2039,keyon_dooling,0,,,,0,,2012
Jacky Dorsey,"Dorsey, Jacky",1977,Y,0,76587,HISTADD_jacky_dorsey,0,,,,0,,1980
Joey Dorsey,"Dorsey, Joey",2008,Y,1,201595,joey_dorsey,0,,,,0,,2014
Tyler Dorsey,"Dorsey, Tyler",2017,Y,1,1628416,tyler_dorsey,0,,,,0,,2018
Damyean Dotson,"Dotson, Damyean",2017,Y,1,1628422,damyean_dotson,0,,,,0,,2018
Quincy Douby,"Douby, Quincy",2006,Y,1,200763,quincy_douby,0,,,,0,,2008
Bruce Douglas,"Douglas, Bruce",1986,Y,0,76588,HISTADD_bruce_douglas,0,,,,0,,1986
John Douglas,"Douglas, John",1981,Y,0,76589,HISTADD_john_douglas,0,,,,0,,1982
Leon Douglas,"Douglas, Leon",1976,Y,0,76590,HISTADD_leon_douglas,0,,,,0,,1982
Sherman Douglas,"Douglas, Sherman",1989,Y,0,428,sherman_douglas,0,,,,0,,2000
Toney Douglas,"Douglas, Toney",2009,Y,0,201962,toney_douglas,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2016
Chris Douglas-Roberts,"Douglas-Roberts, Chris",2008,Y,11,201604,chris_douglas-roberts,0,,,,0,,2014
Lloyd Dove,"Dove, Lloyd",1967,Y,0,76592,HISTADD_sonny_dove,0,,,,0,,1968
Zabian Dowdell,"Dowdell, Zabian",2010,Y,1,202220,zabian_dowdell,0,,,,0,,2010
Bill Downey,"Downey, Bill",1947,Y,0,76593,HISTADD_bill_downey,0,,,,0,,1947
Steve Downing,"Downing, Steve",1973,Y,0,76594,HISTADD_steve_downing,0,,,,0,,1974
Danny Doyle,"Doyle, Danny",1962,Y,0,76595,HISTADD_danny_doyle,0,,,,0,,1962
Milton Doyle,"Doyle, Milton",2017,Y,1,1628495,milton_doyle,0,,,,0,,2017
PJ Dozier,"Dozier, PJ",2017,Y,1,1628408,pj_dozier,0,,,,0,,2018
Terry Dozier,"Dozier, Terry",1989,Y,0,76596,HISTADD_terry_dozier,0,,,,0,,1989
Goran Dragic,"Dragic, Goran",2008,Y,0,201609,goran_dragic,1,MIA,Miami,heat,1610612748,Heat,2018
Zoran Dragic,"Dragic, Zoran",2014,Y,1,204054,zoran_dragic,0,,,,0,,2014
Greg Dreiling,"Dreiling, Greg",1986,Y,0,1068,greg_dreiling,0,,,,0,,1996
Bryce Drew,"Drew, Bryce",1998,Y,0,1724,bryce_drew,0,,,,0,,2003
John Drew,"Drew, John",1974,Y,0,76598,HISTADD_john_drew,0,,,,0,,1984
Larry Drew,"Drew, Larry",1980,Y,0,76599,HISTADD_larry_drew,0,,,,0,,1990
Larry Drew II,"Drew II, Larry",2014,Y,11,203580,larry_drew ii,0,,,,0,,2017
Clyde Drexler,"Drexler, Clyde",1983,Y,0,17,clyde_drexler,0,,,,0,,1997
Nate Driggers,"Driggers, Nate",1996,Y,0,1041,nate_driggers,0,,,,0,,1996
Terry Driscoll,"Driscoll, Terry",1970,Y,0,76603,HISTADD_terry_driscoll,0,,,,0,,1974
Predrag Drobnjak,"Drobnjak, Predrag",2001,Y,0,1542,predrag_drobnjak,0,,,,0,,2004
Ralph Drollinger,"Drollinger, Ralph",1980,Y,0,76604,HISTADD_ralph_drollinger,0,,,,0,,1980
Andre Drummond,"Drummond, Andre",2012,Y,0,203083,andre_drummond,1,DET,Detroit,pistons,1610612765,Pistons,2018
Dennis DuVal,"DuVal, Dennis",1974,Y,0,76623,HISTADD_dennis_duval,0,,,,0,,1975
Dick Duckett,"Duckett, Dick",1957,Y,0,76605,HISTADD_dick_duckett,0,,,,0,,1957
Kevin Duckworth,"Duckworth, Kevin",1986,Y,0,404,kevin_duckworth,0,,,,0,,1996
Charles Dudley,"Dudley, Charles",1972,Y,0,76607,HISTADD_grasshopper_dudley,0,,,,0,,1978
Chris Dudley,"Dudley, Chris",1987,Y,0,201,chris_dudley,0,,,,0,,2002
Jared Dudley,"Dudley, Jared",2007,Y,0,201162,jared_dudley,1,WAS,Washington,wizards,1610612764,Wizards,2018
Terry Duerod,"Duerod, Terry",1979,Y,0,76608,HISTADD_terry_duerod,0,,,,0,,1982
Bob Duffy,"Duffy, Bob",1946,Y,0,76609,HISTADD_bobjohn_duffy,0,,,,0,,1946
Bob Duffy,"Duffy, Bob",1962,Y,0,76610,HISTADD_bob_duffy,0,,,,0,,1964
Chris Duhon,"Duhon, Chris",2004,Y,0,2768,chris_duhon,0,,,,0,,2012
Duje Dukan,"Dukan, Duje",2015,Y,11,1626251,duje_dukan,1,SAC,Sacramento,kings,1610612758,Kings,2015
Walter Dukes,"Dukes, Walter",1955,Y,0,76611,HISTADD_walter_dukes,0,,,,0,,1962
Joe Dumars,"Dumars, Joe",1985,Y,0,247,joe_dumars,0,,,,0,,1998
Richard Dumas,"Dumas, Richard",1992,Y,0,30,richard_dumas,0,,,,0,,1995
Tony Dumas,"Dumas, Tony",1994,Y,0,434,tony_dumas,0,,,,0,,1997
Andy Duncan,"Duncan, Andy",1948,Y,0,76615,HISTADD_andy_duncan,0,,,,0,,1950
Tim Duncan,"Duncan, Tim",1997,Y,0,1495,tim_duncan,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
Mike Dunleavy,"Dunleavy, Mike",2002,Y,0,2399,mike_dunleavy,1,CHI,Chicago,bulls,1610612741,Bulls,2016
Mike Dunleavy,"Dunleavy, Mike",1976,Y,0,76616,HISTADD_mike_dunleavy_sr,0,,,,0,,1989
Kris Dunn,"Dunn, Kris",2016,Y,0,1627739,kris_dunn,0,,,,0,,2018
Pat Dunn,"Dunn, Pat",1957,Y,0,76617,HISTADD_pat_dunn,0,,,,0,,1957
T.R. Dunn,"Dunn, T.R.",1977,Y,0,76618,HISTADD_tr_dunn,0,,,,0,,1990
Ronald Dupree,"Dupree, Ronald",2003,Y,1,2648,ronald_dupree,0,,,,0,,2010
Kevin Durant,"Durant, Kevin",2007,Y,0,201142,kevin_durant,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2018
John Duren,"Duren, John",1980,Y,0,76619,HISTADD_john_duren,0,,,,0,,1982
Pat Durham,"Durham, Pat",1992,Y,0,1090,pat_durham,0,,,,0,,1994
Devin Durrant,"Durrant, Devin",1984,Y,0,76621,HISTADD_devin_durrant,0,,,,0,,1985
Ken Durrett,"Durrett, Ken",1971,Y,0,76622,HISTADD_ken_durrett,0,,,,0,,1974
Trevon Duval,"Duval, Trevon",2018,Y,1,1628979,trevon_duval,0,,,,0,,2018
Jack Dwan,"Dwan, Jack",1948,Y,0,76624,HISTADD_jack_dwan,0,,,,0,,1948
Craig Dykema,"Dykema, Craig",1981,Y,0,76625,HISTADD_craig_dykema,0,,,,0,,1981
Gene Dyker,"Dyker, Gene",1953,Y,0,76626,HISTADD_gene_dyker,0,,,,0,,1953
Jerome Dyson,"Dyson, Jerome",2011,Y,1,202406,jerome_dyson,0,,,,0,,2011
Ledell Eackles,"Eackles, Ledell",1988,Y,0,289,ledell_eackles,0,,,,0,,1997
Jim Eakins,"Eakins, Jim",1976,Y,0,76628,HISTADD_jimbo_eakins,0,,,,0,,1977
Acie Earl,"Earl, Acie",1993,Y,0,768,acie_earl,0,,,,0,,1996
Ed Earle,"Earle, Ed",1953,Y,0,76630,HISTADD_ed_earle,0,,,,0,,1953
Cleanthony Early,"Early, Cleanthony",2014,Y,11,203921,cleanthony_early,1,NYK,New York,knicks,1610612752,Knicks,2015
Mark Eaton,"Eaton, Mark",1982,Y,0,76631,HISTADD_mark_eaton,0,,,,0,,1992
Jerry Eaves,"Eaves, Jerry",1982,Y,0,76632,HISTADD_jerry_eaves,0,,,,0,,1986
Devin Ebanks,"Ebanks, Devin",2010,Y,11,202365,devin_ebanks,0,,,,0,,2012
Bill Ebben,"Ebben, Bill",1957,Y,0,76633,HISTADD_bill_ebben,0,,,,0,,1957
Al Eberhard,"Eberhard, Al",1974,Y,0,76634,HISTADD_al_eberhard,0,,,,0,,1977
Ndudi Ebi,"Ebi, Ndudi",2003,Y,1,2569,ndudi_ebi,0,,,,0,,2004
Jarell Eddie,"Eddie, Jarell",2015,Y,11,204067,jarell_eddie,1,WAS,Washington,wizards,1610612764,Wizards,2017
Patrick Eddie,"Eddie, Patrick",1991,Y,0,76635,HISTADD_patrick_eddie,0,,,,0,,1991
Thomas Eddleman,"Eddleman, Thomas",1949,Y,0,76636,HISTADD_dike_eddleman,0,,,,0,,1952
Kent Edelin,"Edelin, Kent",1984,Y,0,76637,HISTADD_kent_edelin,0,,,,0,,1984
Keith Edmonson,"Edmonson, Keith",1982,Y,0,76638,HISTADD_keith_edmonson,0,,,,0,,1983
Tyus Edney,"Edney, Tyus",1995,Y,0,721,tyus_edney,0,,,,0,,2000
Bill Edwards,"Edwards, Bill",1993,Y,0,76646,HISTADD_bill_edwards,0,,,,0,,1993
Blue Edwards,"Edwards, Blue",1989,Y,0,898,blue_edwards,0,,,,0,,1998
Corsley Edwards,"Edwards, Corsley",2002,Y,1,2451,corsley_edwards,0,,,,0,,2004
Doug Edwards,"Edwards, Doug",1993,Y,0,346,doug_edwards,0,,,,0,,1995
Franklin Edwards,"Edwards, Franklin",1981,Y,0,76641,HISTADD_franklin_edwards,0,,,,0,,1987
James Edwards,"Edwards, James",1977,Y,0,229,james_edwards,0,,,,0,,1995
Jay Edwards,"Edwards, Jay",1989,Y,0,76643,HISTADD_jay_edwards,0,,,,0,,1989
John Edwards,"Edwards, John",2004,Y,1,2823,john_edwards,0,,,,0,,2005
Kevin Edwards,"Edwards, Kevin",1988,Y,0,236,kevin_edwards,0,,,,0,,2000
Shane Edwards,"Edwards, Shane",2013,Y,1,202197,shane_edwards,0,,,,0,,2013
Vincent Edwards,"Edwards, Vincent",2018,Y,1,1629053,vincent_edwards,0,,,,0,,2018
Johnny Egan,"Egan, Johnny",1961,Y,0,76647,HISTADD_johnny_egan,0,,,,0,,1971
Lonnie Eggleston,"Eggleston, Lonnie",1948,Y,0,76648,HISTADD_lonnie_eggleston,0,,,,0,,1948
Eddie Ehlers,"Ehlers, Eddie",1947,Y,0,76649,HISTADD_bulbs_ehlers,0,,,,0,,1948
Craig Ehlo,"Ehlo, Craig",1983,Y,0,378,craig_ehlo,0,,,,0,,1996
Dick Eichhorst,"Eichhorst, Dick",1961,Y,0,76651,HISTADD_dick_eichhorst,0,,,,0,,1961
Howard Eisley,"Eisley, Howard",1994,Y,0,458,howard_eisley,0,,,,0,,2005
Obinna Ekezie,"Ekezie, Obinna",1999,Y,0,1918,obinna_ekezie,0,,,,0,,2004
Khalid El-Amin,"El-Amin, Khalid",2000,Y,0,2064,khalid_el-amin,0,,,,0,,2002
Don Eliason,"Eliason, Don",1946,Y,0,76653,HISTADD_don_eliason,0,,,,0,,1946
Mario Elie,"Elie, Mario",1990,Y,0,53,mario_elie,0,,,,0,,2000
Ray Ellefson,"Ellefson, Ray",1948,Y,0,76655,HISTADD_ray_ellefson,0,,,,0,,1950
Henry Ellenson,"Ellenson, Henry",2016,Y,1,1627740,henry_ellenson,0,,,,0,,2018
Wayne Ellington,"Ellington, Wayne",2009,Y,0,201961,wayne_ellington,1,BKN,Brooklyn,nets,1610612751,Nets,2018
Bob Elliott,"Elliott, Bob",1978,Y,0,76656,HISTADD_bob_elliott,0,,,,0,,1980
Sean Elliott,"Elliott, Sean",1989,Y,0,251,sean_elliott,0,,,,0,,2000
Alexander Ellis,"Ellis, Alexander",1958,Y,0,76658,HISTADD_boo_ellis,0,,,,0,,1959
Bo Ellis,"Ellis, Bo",1977,Y,0,76664,HISTADD_bo_ellis,0,,,,0,,1979
Dale Ellis,"Ellis, Dale",1983,Y,0,107,dale_ellis,0,,,,0,,1999
Harold Ellis,"Ellis, Harold",1993,Y,0,1677,harold_ellis,0,,,,0,,1997
Joe Ellis,"Ellis, Joe",1966,Y,0,76661,HISTADD_joe_ellis,0,,,,0,,1973
LaPhonso Ellis,"Ellis, LaPhonso",1992,Y,0,111,laphonso_ellis,0,,,,0,,2002
LeRon Ellis,"Ellis, LeRon",1991,Y,0,1034,leron_ellis,0,,,,0,,1995
Leroy Ellis,"Ellis, Leroy",1962,Y,0,76663,HISTADD_leroy_ellis,0,,,,0,,1975
Monta Ellis,"Ellis, Monta",2005,Y,0,101145,monta_ellis,1,IND,Indiana,pacers,1610612754,Pacers,2016
Pervis Ellison,"Ellison, Pervis",1989,Y,0,442,pervis_ellison,0,,,,0,,2000
Len Elmore,"Elmore, Len",1976,Y,0,600010,HISTADD_len_elmore,0,,,,0,,1983
Francisco Elson,"Elson, Francisco",2003,Y,0,1922,francisco_elson,0,,,,0,,2011
Darrell Elston,"Elston, Darrell",1976,Y,0,76667,HISTADD_darrell_elston,0,,,,0,,1976
Melvin Ely,"Ely, Melvin",2002,Y,1,2408,melvin_ely,0,,,,0,,2013
Joel Embiid,"Embiid, Joel",2014,Y,0,203954,joel_embiid,1,PHI,Philadelphia,sixers,1610612755,76ers,2018
