DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
Wayne Embry,"Embry, Wayne",1958,Y,0,76668,HISTADD_wayne_embry,0,,,,0,,1968
Andre Emmett,"Emmett, Andre",2004,Y,1,2765,andre_emmett,0,,,,0,,2011
Ned Endress,"Endress, Ned",1946,Y,0,76669,HISTADD_ned_endress,0,,,,0,,1946
Chris Engler,"Engler, Chris",1982,Y,0,76670,HISTADD_chris_engler,0,,,,0,,1987
Wayne Englestad,"Englestad, Wayne",1988,Y,0,76671,HISTADD_wayne_englestad,0,,,,0,,1988
A.J. English,"English, A.J.",1990,Y,0,76672,HISTADD_aj_english,0,,,,0,,1991
Alex English,"English, Alex",1976,Y,0,76673,HISTADD_alex_english,0,,,,0,,1990
Claude English,"English, Claude",1970,Y,0,76674,HISTADD_claude_english,0,,,,0,,1970
Jojo English,"English, Jojo",1992,Y,0,76676,HISTADD_jo_jo_english,0,,,,0,,1994
Kim English,"English, Kim",2012,Y,1,203119,kim_english,0,,,,0,,2012
Scott English,"English, Scott",1972,Y,0,76675,HISTADD_scott_english,0,,,,0,,1972
Gene Englund,"Englund, Gene",1949,Y,0,76677,HISTADD_gene_englund,0,,,,0,,1949
Tyler Ennis,"Ennis, Tyler",2014,Y,1,203898,tyler_ennis,1,MIL,Milwaukee,bucks,1610612749,Bucks,2017
James Ennis III,"Ennis III, James",2014,Y,11,203516,james_ennis iii,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2018
Ray Epps,"Epps, Ray",1978,Y,0,76678,HISTADD_ray_epps,0,,,,0,,1978
Semih Erden,"Erden, Semih",2010,Y,0,201623,semih_erden,0,,,,0,,2011
Bo Erias,"Erias, Bo",1957,Y,0,76679,HISTADD_bo_erias,0,,,,0,,1957
Keith Erickson,"Erickson, Keith",1965,Y,0,76680,HISTADD_keith_erickson,0,,,,0,,1976
Julius Erving,"Erving, Julius",1976,Y,0,76681,HISTADD_julius_erving,0,,,,0,,1986
Evan Eschmeyer,"Eschmeyer, Evan",1999,Y,0,1915,evan_eschmeyer,0,,,,0,,2003
Jack Eskridge,"Eskridge, Jack",1948,Y,0,76682,HISTADD_jack_eskridge,0,,,,0,,1948
Vincenzo Esposito,"Esposito, Vincenzo",1995,Y,0,76683,HISTADD_vincenzo_esposito,0,,,,0,,1995
Drew Eubanks,"Eubanks, Drew",2018,Y,1,1629234,drew_eubanks,0,,,,0,,2018
Bob Evans,"Evans, Bob",1949,Y,0,76687,HISTADD_bob_evans,0,,,,0,,1949
Brian Evans,"Evans, Brian",1996,Y,0,967,brian_evans,0,,,,0,,1998
Earl Evans,"Evans, Earl",1979,Y,0,76685,HISTADD_earl_evans,0,,,,0,,1979
Jacob Evans,"Evans, Jacob",2018,Y,1,1628980,jacob_evans,0,,,,0,,2018
Jawun Evans,"Evans, Jawun",2017,Y,1,1628393,jawun_evans,0,,,,0,,2018
Jeremy Evans,"Evans, Jeremy",2010,Y,11,202379,jeremy_evans,1,DAL,Dallas,mavericks,1610612742,Mavericks,2017
Maurice Evans,"Evans, Maurice",2001,Y,0,2230,maurice_evans,0,,,,0,,2011
Mike Evans,"Evans, Mike",1979,Y,0,76686,HISTADD_mike_evans,0,,,,0,,1987
Reggie Evans,"Evans, Reggie",2002,Y,0,2501,reggie_evans,0,,,,0,,2014
Tyreke Evans,"Evans, Tyreke",2009,Y,0,201936,tyreke_evans,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2018
Daniel Ewing,"Ewing, Daniel",2005,Y,0,101137,daniel_ewing,0,,,,0,,2006
Patrick Ewing,"Ewing, Patrick",1985,Y,0,121,patrick_ewing,0,,,,0,,2001
Patrick Ewing,"Ewing, Patrick",2010,Y,1,201607,patrick_ewing,0,,,,0,,2010
Dante Exum,"Exum, Dante",2014,Y,0,203957,dante_exum,1,UTA,Utah,jazz,1610612762,Jazz,2018
Christian Eyenga,"Eyenga, Christian",2010,Y,1,201963,christian_eyenga,0,,,,0,,2011
Festus Ezeli,"Ezeli, Festus",2012,Y,1,203105,festus_ezeli,1,GSW,Golden State,warriors,1610612744,Warriors,2016
Johnny Ezersky,"Ezersky, Johnny",1947,Y,0,76689,HISTADD_johnny_ezersky,0,,,,0,,1949
Joe Fabel,"Fabel, Joe",1946,Y,0,76690,HISTADD_joe_fabel,0,,,,0,,1946
John Fairchild,"Fairchild, John",1965,Y,0,76691,HISTADD_john_fairchild,0,,,,0,,1965
Phil Farbman,"Farbman, Phil",1948,Y,0,76692,HISTADD_phil_farbman,0,,,,0,,1948
Kenneth Faried,"Faried, Kenneth",2011,Y,0,202702,kenneth_faried,1,DEN,Denver,nuggets,1610612743,Nuggets,2018
Dick Farley,"Farley, Dick",1954,Y,0,76693,HISTADD_dick_farley,0,,,,0,,1958
Jordan Farmar,"Farmar, Jordan",2006,Y,1,200770,jordan_farmar,1,MEM,Memphis,grizzlies,1610612763,Grizzlies,2016
Desmon Farmer,"Farmer, Desmon",2006,Y,1,2824,desmon_farmer,0,,,,0,,2008
Jim Farmer,"Farmer, Jim",1987,Y,0,76695,HISTADD_jim_farmer,0,,,,0,,1993
Mike Farmer,"Farmer, Mike",1958,Y,0,76694,HISTADD_mike_farmer,0,,,,0,,1965
Tony Farmer,"Farmer, Tony",1997,Y,0,1108,tony_farmer,0,,,,0,,1999
Bob Faught,"Faught, Bob",1946,Y,0,76696,HISTADD_bob_faught,0,,,,0,,1946
Vitor Faverani,"Faverani, Vitor",2013,Y,1,203543,vitor_faverani,0,,,,0,,2013
Derrick Favors,"Favors, Derrick",2010,Y,0,202324,derrick_favors,1,UTA,Utah,jazz,1610612762,Jazz,2018
Nick Fazekas,"Fazekas, Nick",2007,Y,1,201174,nick_fazekas,0,,,,0,,2007
Dave Fedor,"Fedor, Dave",1962,Y,0,76697,HISTADD_dave_fedor,0,,,,0,,1962
Bob Feerick,"Feerick, Bob",1946,Y,0,76698,HISTADD_bob_feerick,0,,,,0,,1949
Butch Feher,"Feher, Butch",1976,Y,0,76699,HISTADD_butch_feher,0,,,,0,,1976
Jamie Feick,"Feick, Jamie",1996,Y,0,994,jamie_feick,0,,,,0,,2002
Ron Feiereisel,"Feiereisel, Ron",1955,Y,0,76701,HISTADD_ron_feiereisel,0,,,,0,,1955
George Feigenbaum,"Feigenbaum, George",1949,Y,0,76702,HISTADD_george_feigenbaum,0,,,,0,,1952
Dave Feitl,"Feitl, Dave",1986,Y,0,76703,HISTADD_dave_feitl,0,,,,0,,1991
Kay Felder,"Felder, Kay",2016,Y,1,1627770,kay_felder,0,,,,0,,2017
Cristiano Felicio,"Felicio, Cristiano",2015,Y,11,1626245,cristiano_felicio,1,CHI,Chicago,bulls,1610612741,Bulls,2018
Carrick Felix,"Felix, Carrick",2013,Y,1,203467,carrick_felix,0,,,,0,,2013
Noel Felix,"Felix, Noel",2005,Y,1,101230,noel_felix,0,,,,0,,2005
Ray Felix,"Felix, Ray",1953,Y,0,76704,HISTADD_ray_felix,0,,,,0,,1961
Raymond Felton,"Felton, Raymond",2005,Y,0,101109,raymond_felton,1,DAL,Dallas,mavericks,1610612742,Mavericks,2018
Jake Fendley,"Fendley, Jake",1951,Y,0,76705,HISTADD_jake_fendley,0,,,,0,,1952
Bill Fenley,"Fenley, Bill",1946,Y,0,76706,HISTADD_bill_fenley,0,,,,0,,1946
Desmond Ferguson,"Ferguson, Desmond",2003,Y,0,2724,desmond_ferguson,0,,,,0,,2003
Terrance Ferguson,"Ferguson, Terrance",2017,Y,1,1628390,terrance_ferguson,0,,,,0,,2018
Rudy Fernandez,"Fernandez, Rudy",2008,Y,0,201164,rudy_fernandez,0,,,,0,,2011
Eric Fernsten,"Fernsten, Eric",1975,Y,0,76707,HISTADD_eric_fernsten,0,,,,0,,1983
Al Ferrari,"Ferrari, Al",1955,Y,0,76708,HISTADD_al_ferrari,0,,,,0,,1962
Rolando Ferreira,"Ferreira, Rolando",1988,Y,0,76709,HISTADD_rolando_ferreira,0,,,,0,,1988
Duane Ferrell,"Ferrell, Duane",1988,Y,0,273,duane_ferrell,0,,,,0,,1998
Yogi Ferrell,"Ferrell, Yogi",2016,Y,1,1627812,yogi_ferrell,0,,,,0,,2018
Arnie Ferrin,"Ferrin, Arnie",1948,Y,0,76711,HISTADD_arnie_ferrin,0,,,,0,,1950
Bob Ferry,"Ferry, Bob",1959,Y,0,76712,HISTADD_bob_ferry,0,,,,0,,1968
Danny Ferry,"Ferry, Danny",1990,Y,0,198,danny_ferry,0,,,,0,,2002
Kyrylo Fesenko,"Fesenko, Kyrylo",2007,Y,1,201178,kyrylo_fesenko,0,,,,0,,2011
Kenny Fields,"Fields, Kenny",1984,Y,0,76713,HISTADD_kenny_fields,0,,,,0,,1987
Landry Fields,"Fields, Landry",2010,Y,0,202361,landry_fields,0,,,,0,,2014
Ron Filipek,"Filipek, Ron",1967,Y,0,76714,HISTADD_ron_filipek,0,,,,0,,1967
Greg Fillmore,"Fillmore, Greg",1970,Y,0,76715,HISTADD_greg_fillmore,0,,,,0,,1971
Hank Finkel,"Finkel, Hank",1966,Y,0,76716,HISTADD_hank_finkel,0,,,,0,,1974
Michael Finley,"Finley, Michael",1995,Y,0,714,michael_finley,0,,,,0,,2009
Danny Finn,"Finn, Danny",1952,Y,0,76717,HISTADD_danny_finn,0,,,,0,,1954
Dorian Finney-Smith,"Finney-Smith, Dorian",2016,Y,0,1627827,dorian_finney-smith,0,,,,0,,2018
Matt Fish,"Fish, Matt",1994,Y,0,900,matt_fish,0,,,,0,,1996
Derek Fisher,"Fisher, Derek",1996,Y,0,965,derek_fisher,0,,,,0,,2013
Gerald Fitch,"Fitch, Gerald",2005,Y,1,2809,gerald_fitch,0,,,,0,,2005
Bob Fitzgerald,"Fitzgerald, Bob",1946,Y,0,76720,HISTADD_bob_fitzgerald,0,,,,0,,1948
Dick Fitzgerald,"Fitzgerald, Dick",1946,Y,0,76719,HISTADD_dick_fitzgerald,0,,,,0,,1947
Marcus Fizer,"Fizer, Marcus",2000,Y,1,2033,marcus_fizer,0,,,,0,,2005
Jerry Fleishman,"Fleishman, Jerry",1946,Y,0,76721,HISTADD_jerry_fleishman,0,,,,0,,1952
Al Fleming,"Fleming, Al",1977,Y,0,76722,HISTADD_al_fleming,0,,,,0,,1977
Ed Fleming,"Fleming, Ed",1955,Y,0,76723,HISTADD_ed_fleming,0,,,,0,,1959
Vern Fleming,"Fleming, Vern",1984,Y,0,313,vern_fleming,0,,,,0,,1995
Luis Flores,"Flores, Luis",2004,Y,0,2784,luis_flores,0,,,,0,,2004
Bruce Flowers,"Flowers, Bruce",1982,Y,0,76725,HISTADD_bruce_flowers,0,,,,0,,1982
Sleepy Floyd,"Floyd, Sleepy",1982,Y,0,76726,HISTADD_sleepy_floyd,0,,,,0,,1994
Jonny Flynn,"Flynn, Jonny",2009,Y,1,201938,jonny_flynn,0,,,,0,,2011
Mike Flynn,"Flynn, Mike",1976,Y,0,76727,HISTADD_mike_flynn,0,,,,0,,1977
Larry Fogle,"Fogle, Larry",1975,Y,0,76728,HISTADD_larry_fogle,0,,,,0,,1975
Jack Foley,"Foley, Jack",1962,Y,0,76729,HISTADD_jack_foley,0,,,,0,,1962
Ike Fontaine,"Fontaine, Ike",2001,Y,0,1829,ike_fontaine,0,,,,0,,2001
Levi Fontaine,"Fontaine, Levi",1970,Y,0,76731,HISTADD_levi_fontaine,0,,,,0,,1970
Jeff Foote,"Foote, Jeff",2011,Y,1,202880,jeff_foote,0,,,,0,,2011
Bryn Forbes,"Forbes, Bryn",2016,Y,1,1627854,bryn_forbes,0,,,,0,,2018
Gary Forbes,"Forbes, Gary",2010,Y,11,201814,gary_forbes,0,,,,0,,2011
Alphonso Ford,"Ford, Alphonso",1993,Y,0,76732,HISTADD_alphonso_ford,0,,,,0,,1994
Alton Ford,"Ford, Alton",2001,Y,1,2228,alton_ford,0,,,,0,,2003
Chris Ford,"Ford, Chris",1972,Y,0,76733,HISTADD_chris_ford,0,,,,0,,1981
Don Ford,"Ford, Don",1975,Y,0,76734,HISTADD_don_ford,0,,,,0,,1981
Jake Ford,"Ford, Jake",1970,Y,0,76735,HISTADD_jake_ford,0,,,,0,,1971
Phil Ford,"Ford, Phil",1978,Y,0,76736,HISTADD_phil_ford,0,,,,0,,1984
Sharrod Ford,"Ford, Sharrod",2005,Y,1,101213,sharrod_ford,0,,,,0,,2005
Sherell Ford,"Ford, Sherell",1995,Y,0,726,sherell_ford,0,,,,0,,1995
T.J. Ford,"Ford, T.J.",2003,Y,0,2551,t.j._ford,0,,,,0,,2011
Donnie Forman,"Forman, Donnie",1948,Y,0,76738,HISTADD_donnie_forman,0,,,,0,,1948
Bayard Forrest,"Forrest, Bayard",1977,Y,0,76739,HISTADD_bayard_forrest,0,,,,0,,1978
Joseph Forte,"Forte, Joseph",2001,Y,0,2218,joseph_forte,0,,,,0,,2002
Courtney Fortson,"Fortson, Courtney",2011,Y,1,202622,courtney_fortson,0,,,,0,,2011
Danny Fortson,"Fortson, Danny",1997,Y,0,1504,danny_fortson,0,,,,0,,2006
Fred Foster,"Foster, Fred",1968,Y,0,76740,HISTADD_fred_foster,0,,,,0,,1976
Greg Foster,"Foster, Greg",1990,Y,0,323,greg_foster,0,,,,0,,2002
Jeff Foster,"Foster, Jeff",1999,Y,0,1902,jeff_foster,0,,,,0,,2011
Rod Foster,"Foster, Rod",1983,Y,0,76742,HISTADD_rod_foster,0,,,,0,,1985
Antonis Fotsis,"Fotsis, Antonis",2001,Y,0,2238,antonis_fotsis,0,,,,0,,2001
Evan Fournier,"Fournier, Evan",2012,Y,0,203095,evan_fournier,1,ORL,Orlando,magic,1610612753,Magic,2018
Larry Foust,"Foust, Larry",1950,Y,0,76744,HISTADD_larry_foust,0,,,,0,,1961
Jerry Fowler,"Fowler, Jerry",1951,Y,0,76745,HISTADD_jerry_fowler,0,,,,0,,1951
Tremaine Fowlkes,"Fowlkes, Tremaine",2001,Y,1,1762,tremaine_fowlkes,0,,,,0,,2004
De'Aaron Fox,"Fox, De'Aaron",2017,Y,0,1628368,de'aaron_fox,0,,,,0,,2018
Harold Fox,"Fox, Harold",1972,Y,0,76746,HISTADD_harold_fox,0,,,,0,,1972
Jim Fox,"Fox, Jim",1967,Y,0,76747,HISTADD_jim_fox,0,,,,0,,1976
Rick Fox,"Fox, Rick",1991,Y,0,296,rick_fox,0,,,,0,,2003
Randy Foye,"Foye, Randy",2006,Y,0,200751,randy_foye,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2016
Adonal Foyle,"Foyle, Adonal",1997,Y,0,1502,adonal_foyle,0,,,,0,,2009
Richie Frahm,"Frahm, Richie",2002,Y,1,2499,richie_frahm,0,,,,0,,2007
Steve Francis,"Francis, Steve",1999,Y,0,1883,steve_francis,0,,,,0,,2007
Tellis Frank,"Frank, Tellis",1987,Y,0,76748,HISTADD_tellis_frank,0,,,,0,,1993
Nat Frankel,"Frankel, Nat",1946,Y,0,76749,HISTADD_nat_frankel,0,,,,0,,1946
Jamaal Franklin,"Franklin, Jamaal",2013,Y,11,203479,jamaal_franklin,0,,,,0,,2014
Michael Frazier,"Frazier, Michael",2018,Y,11,1626187,michael_frazier,0,,,,0,,2018
Tim Frazier,"Frazier, Tim",2014,Y,11,204025,tim_frazier,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2018
Walt Frazier,"Frazier, Walt",1967,Y,0,76750,HISTADD_walt_frazier,0,,,,0,,1979
Will Frazier,"Frazier, Will",1965,Y,0,76751,HISTADD_will_frazier,0,,,,0,,1965
Melvin Frazier Jr.,"Frazier Jr., Melvin",2018,Y,1,1628982,melvin_frazier_jr,0,,,,0,,2018
Anthony Frederick,"Frederick, Anthony",1988,Y,0,76752,HISTADD_anthony_frederick,0,,,,0,,1991
Jimmer Fredette,"Fredette, Jimmer",2011,Y,11,202690,jimmer_fredette,0,,,,0,,2018
World Free,"Free, World",1975,Y,0,76753,HISTADD_world_b_free,0,,,,0,,1987
Joel Freeland,"Freeland, Joel",2012,Y,1,200777,joel_freeland,0,,,,0,,2014
Donnie Freeman,"Freeman, Donnie",1975,Y,0,76754,HISTADD_donnie_freeman,0,,,,0,,1975
Gary Freeman,"Freeman, Gary",1970,Y,0,76755,HISTADD_gary_freeman,0,,,,0,,1970
Rod Freeman,"Freeman, Rod",1973,Y,0,76756,HISTADD_rod_freeman,0,,,,0,,1973
Matt Freije,"Freije, Matt",2004,Y,0,2782,matt_freije,0,,,,0,,2006
Frido Frey,"Frey, Frido",1946,Y,0,76757,HISTADD_frido_frey,0,,,,0,,1946
Larry Friend,"Friend, Larry",1957,Y,0,76758,HISTADD_larry_friend,0,,,,0,,1957
Pat Frink,"Frink, Pat",1968,Y,0,76759,HISTADD_pat_frink,0,,,,0,,1968
Jim Fritsche,"Fritsche, Jim",1953,Y,0,76760,HISTADD_jim_fritsche,0,,,,0,,1954
Channing Frye,"Frye, Channing",2005,Y,0,101112,channing_frye,1,CLE,Cleveland,cavaliers,1610612739,Cavaliers,2018
Bernie Fryer,"Fryer, Bernie",1973,Y,0,76761,HISTADD_bernie_fryer,0,,,,0,,1974
Frank Fucarino,"Fucarino, Frank",1946,Y,0,76762,HISTADD_frank_fucarino,0,,,,0,,1946
Herm Fuetsch,"Fuetsch, Herm",1947,Y,0,76763,HISTADD_dutch_fuetsch,0,,,,0,,1947
Joe Fulks,"Fulks, Joe",1946,Y,0,76764,HISTADD_joe_fulks,0,,,,0,,1953
Hiram Fuller,"Fuller, Hiram",2003,Y,1,2673,hiram_fuller,0,,,,0,,2003
Todd Fuller,"Fuller, Todd",1996,Y,0,957,todd_fuller,0,,,,0,,2000
Tony Fuller,"Fuller, Tony",1980,Y,0,76765,HISTADD_tony_fuller,0,,,,0,,1980
Markelle Fultz,"Fultz, Markelle",2017,Y,0,1628365,markelle_fultz,0,,,,0,,2018
Lawrence Funderburke,"Funderburke, Lawrence",1997,Y,0,1444,lawrence_funderburke,0,,,,0,,2004
Terry Furlow,"Furlow, Terry",1976,Y,0,76767,HISTADD_terry_furlow,0,,,,0,,1979
Billy Gabor,"Gabor, Billy",1949,Y,0,76768,HISTADD_billy_gabor,0,,,,0,,1954
Wenyen Gabriel,"Gabriel, Wenyen",2018,Y,1,1629117,wenyen_gabriel,0,,,,0,,2018
Dan Gadzuric,"Gadzuric, Dan",2002,Y,1,2429,dan_gadzuric,0,,,,0,,2011
Tony Gaffney,"Gaffney, Tony",2009,Y,1,202070,tony_gaffney,0,,,,0,,2009
Deng Gai,"Gai, Deng",2005,Y,0,101184,deng_gai,0,,,,0,,2005
Elmer R. Gainer,"Gainer, Elmer R.",1947,Y,0,76769,HISTADD_elmer_gainer,0,,,,0,,1949
Corey Gaines,"Gaines, Corey",1988,Y,0,76770,HISTADD_corey_gaines,0,,,,0,,1994
Reece Gaines,"Gaines, Reece",2003,Y,1,2558,reece_gaines,0,,,,0,,2005
Sundiata Gaines,"Gaines, Sundiata",2009,Y,11,202178,sundiata_gaines,0,,,,0,,2011
Mike Gale,"Gale, Mike",1976,Y,0,76771,HISTADD_mike_gale,0,,,,0,,1981
Chad Gallagher,"Gallagher, Chad",1993,Y,0,76772,HISTADD_chad_gallagher,0,,,,0,,1993
Harry Gallatin,"Gallatin, Harry",1948,Y,0,76773,HISTADD_harry_gallatin,0,,,,0,,1957
Danilo Gallinari,"Gallinari, Danilo",2008,Y,0,201568,danilo_gallinari,1,DEN,Denver,nuggets,1610612743,Nuggets,2018
Langston Galloway,"Galloway, Langston",2014,Y,1,204038,langston_galloway,1,NYK,New York,knicks,1610612752,Knicks,2018
Dave Gambee,"Gambee, Dave",1958,Y,0,76774,HISTADD_dave_gambee,0,,,,0,,1969
Kevin Gamble,"Gamble, Kevin",1987,Y,0,333,kevin_gamble,0,,,,0,,1996
Bob Gantt,"Gantt, Bob",1946,Y,0,76776,HISTADD_bob_gantt,0,,,,0,,1946
Jorge Garbajosa,"Garbajosa, Jorge",2006,Y,0,200816,jorge_garbajosa,0,,,,0,,2007
Ruben Garces,"Garces, Ruben",2000,Y,0,2092,ruben_garces,0,,,,0,,2000
Alex Garcia,"Garcia, Alex",2003,Y,0,2682,alex_garcia,0,,,,0,,2004
Francisco Garcia,"Garcia, Francisco",2005,Y,0,101128,francisco_garcia,0,,,,0,,2014
Earl Gardner,"Gardner, Earl",1948,Y,0,76778,HISTADD_red_gardner,0,,,,0,,1948
Thomas Gardner,"Gardner, Thomas",2007,Y,1,201242,thomas_gardner,0,,,,0,,2008
Vern Gardner,"Gardner, Vern",1949,Y,0,76779,HISTADD_vern_gardner,0,,,,0,,1951
Jack Garfinkel,"Garfinkel, Jack",1946,Y,0,76780,HISTADD_dutch_garfinkel,0,,,,0,,1948
Patricio Garino,"Garino, Patricio",2016,Y,1,1627868,patricio_garino,0,,,,0,,2016
Gary Garland,"Garland, Gary",1979,Y,0,76781,HISTADD_gary_garland,0,,,,0,,1979
Winston Garland,"Garland, Winston",1987,Y,0,76782,HISTADD_winston_garland,0,,,,0,,1994
Dick Garmaker,"Garmaker, Dick",1955,Y,0,76783,HISTADD_dick_garmaker,0,,,,0,,1960
Chris Garner,"Garner, Chris",1997,Y,0,1612,chris_garner,0,,,,0,,2000
Bill Garnett,"Garnett, Bill",1982,Y,0,76785,HISTADD_bill_garnett,0,,,,0,,1985
Kevin Garnett,"Garnett, Kevin",1995,Y,0,708,kevin_garnett,1,MIN,Minnesota,timberwolves,1610612750,Timberwolves,2015
Marlon Garnett,"Garnett, Marlon",1998,Y,0,1831,marlon_garnett,0,,,,0,,1998
Billy Garrett,"Garrett, Billy",2018,Y,1,1628656,billy_garrett,0,,,,0,,2018
Calvin Garrett,"Garrett, Calvin",1980,Y,0,76786,HISTADD_calvin_garrett,0,,,,0,,1983
Dean Garrett,"Garrett, Dean",1996,Y,0,1051,dean_garrett,0,,,,0,,2001
Diante Garrett,"Garrett, Diante",2012,Y,1,203197,diante_garrett,0,,,,0,,2013
Eldo Garrett,"Garrett, Eldo",1969,Y,0,76788,HISTADD_dick_garrett,0,,,,0,,1973
Rowland Garrett,"Garrett, Rowland",1972,Y,0,76789,HISTADD_rowland_garrett,0,,,,0,,1976
Tom Garrick,"Garrick, Tom",1988,Y,0,76790,HISTADD_tom_garrick,0,,,,0,,1991
John Garris,"Garris, John",1983,Y,0,76791,HISTADD_john_garris,0,,,,0,,1983
Kiwane Garris,"Garris, Kiwane",1997,Y,0,1619,kiwane_garris,0,,,,0,,2002
Pat Garrity,"Garrity, Pat",1998,Y,0,1727,pat_garrity,0,,,,0,,2007
Jim Garvin,"Garvin, Jim",1973,Y,0,76793,HISTADD_jim_garvin,0,,,,0,,1973
Marc Gasol,"Gasol, Marc",2008,Y,0,201188,marc_gasol,1,MEM,Memphis,grizzlies,1610612763,Grizzlies,2018
Pau Gasol,"Gasol, Pau",2001,Y,0,2200,pau_gasol,1,CHI,Chicago,bulls,1610612741,Bulls,2018
Frank Gates,"Gates, Frank",1949,Y,0,76794,HISTADD_needle_gates,0,,,,0,,1949
Chris Gatling,"Gatling, Chris",1991,Y,0,423,chris_gatling,0,,,,0,,2001
Kenny Gattison,"Gattison, Kenny",1986,Y,0,930,kenny_gattison,0,,,,0,,1995
Rudy Gay,"Gay, Rudy",2006,Y,0,200752,rudy_gay,1,SAC,Sacramento,kings,1610612758,Kings,2018
Ed Gayda,"Gayda, Ed",1950,Y,0,76797,HISTADD_ed_gayda,0,,,,0,,1950
Andrew Gaze,"Gaze, Andrew",1993,Y,0,1845,andrew_gaze,0,,,,0,,1998
Michael Gbinije,"Gbinije, Michael",2016,Y,1,1627771,michael_gbinije,0,,,,0,,2016
Reggie Geary,"Geary, Reggie",1996,Y,0,1002,reggie_geary,0,,,,0,,1997
Alonzo Gee,"Gee, Alonzo",2009,Y,1,202087,alonzo_gee,1,NOP,New Orleans,pelicans,1610612740,Pelicans,2016
Matt Geiger,"Geiger, Matt",1992,Y,0,761,matt_geiger,0,,,,0,,2001
Mickael Gelabale,"Gelabale, Mickael",2006,Y,1,101153,mickael_gelabale,0,,,,0,,2012
Devean George,"George, Devean",1999,Y,0,1904,devean_george,0,,,,0,,2009
Jack George,"George, Jack",1953,Y,0,76800,HISTADD_jack_george,0,,,,0,,1960
Paul George,"George, Paul",2010,Y,0,202331,paul_george,1,IND,Indiana,pacers,1610612754,Pacers,2018
Tate George,"George, Tate",1990,Y,0,76801,HISTADD_tate_george,0,,,,0,,1994
Marcus Georges-Hunt,"Georges-Hunt, Marcus",2016,Y,1,1627875,marcus_georges-hunt,0,,,,0,,2017
Gus Gerard,"Gerard, Gus",1976,Y,0,76802,HISTADD_gus_gerard,0,,,,0,,1980
Derrick Gervin,"Gervin, Derrick",1989,Y,0,76803,HISTADD_derrick_gervin,0,,,,0,,1990
George Gervin,"Gervin, George",1976,Y,0,76804,HISTADD_george_gervin,0,,,,0,,1985
Gorham Getchell,"Getchell, Gorham",1946,Y,0,76805,HISTADD_gorham_getchell,0,,,,0,,1946
John Gianelli,"Gianelli, John",1972,Y,0,76806,HISTADD_john_gianelli,0,,,,0,,1979
Dick Gibbs,"Gibbs, Dick",1971,Y,0,76807,HISTADD_dick_gibbs,0,,,,0,,1975
Daniel Gibson,"Gibson, Daniel",2006,Y,0,200789,daniel_gibson,0,,,,0,,2012
Dee Gibson,"Gibson, Dee",1949,Y,0,76808,HISTADD_gibby_gibson,0,,,,0,,1949
Jonathan Gibson,"Gibson, Jonathan",2016,Y,0,1626780,jonathan_gibson,0,,,,0,,2018
Mel Gibson,"Gibson, Mel",1963,Y,0,76809,HISTADD_mel_gibson,0,,,,0,,1963
Mike Gibson,"Gibson, Mike",1983,Y,0,76810,HISTADD_mike_gibson,0,,,,0,,1985
Taj Gibson,"Gibson, Taj",2009,Y,0,201959,taj_gibson,1,CHI,Chicago,bulls,1610612741,Bulls,2018
Ward Gibson,"Gibson, Ward",1949,Y,0,76811,HISTADD_hoot_gibson,0,,,,0,,1949
J.R. Giddens,"Giddens, J.R.",2008,Y,1,201592,j.r._giddens,0,,,,0,,2009
Trey Gilder,"Gilder, Trey",2009,Y,1,201821,trey_gilder,0,,,,0,,2009
Harry Giles III,"Giles III, Harry",2017,Y,1,1628385,harry_giles,0,,,,0,,2018
Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",2018,Y,0,1628983,shai_gilgeous-alexander,0,,,,0,,2018
Eddie Gill,"Gill, Eddie",2000,Y,1,2109,eddie_gill,0,,,,0,,2008
Kendall Gill,"Gill, Kendall",1990,Y,0,383,kendall_gill,0,,,,0,,2004
Ben Gillery,"Gillery, Ben",1988,Y,0,76812,HISTADD_ben_gillery,0,,,,0,,1988
Gene Gillette,"Gillette, Gene",1946,Y,0,76813,HISTADD_gene_gillette,0,,,,0,,1946
Armen Gilliam,"Gilliam, Armen",1987,Y,0,288,armen_gilliam,0,,,,0,,1999
Herm Gilliam,"Gilliam, Herm",1969,Y,0,76815,HISTADD_herm_gilliam,0,,,,0,,1976
Artis Gilmore,"Gilmore, Artis",1976,Y,0,600014,HISTADD_artis_gilmore,0,,,,0,,1987
Walt Gilmore,"Gilmore, Walt",1970,Y,0,76817,HISTADD_walt_gilmore,0,,,,0,,1970
Chuck Gilmur,"Gilmur, Chuck",1946,Y,0,76818,HISTADD_chuck_gilmur,0,,,,0,,1950
Manu Ginobili,"Ginobili, Manu",2002,Y,0,1938,manu_ginobili,1,SAS,San Antonio,spurs,1610612759,Spurs,2017
